Comments,Label
iss k pass paisey kahan se aatey h videos bnaaney k liay,NCA
nach ka pagal,NCA
this song is seriously f,NCA
ooo bhaiiii maro muje maro,NCA
mery headphones kharab ho gay hain is khotay ki bachi ki waja sy,NCA
are bhai has has ke phat gaie,CA
oh bhai nani waly par vedio bna,NCA
and in his laugh i feel like ive watched a legend,NCA
bakwas ha ya song is ki baaji sa sath so jao,CA
dinchak poojas partner twerks,CA
your laughing,NCA
love you ducky bhai you are the roaster bro keep it up bhai carry on in beghairtoon ko nanga kar do public mai always be supporting you ducky bhai,CA
biggest yaki year tati song hai biggest tatti of the year nach lai apni amma kai saath to dinchak pochak the,CA
i want to donate my ears,NCA
harami nazar se daikh raha hai,CA
tooooo much funnnn,NCA
swag wala johnny sins,CA
swag wala topa,NCA
the best roaster of all hilarious videos,NCA
yaar ducky is ka naya gaana aaya hai,NCA
yar wese toh sahi bola mein bhi pagal ho gaya bina nache,NCA
dukhy bhi plzzzz face cam mai aya kro video plzz,NCA
bara harami hai ducky yar kaha se lata hai,CA
hahahaha you are funny,NCA
ducky,NCA
dukky bhai modi hamare jaan hai esko baksh do bsur fan from india,NCA
ducky bht harami hy yar tu,CA
ssasti bakri,NCA
cotiyapa karti ha i ya aurat,CA
kay cotiyapa ha is dinchak pooja ka,CA
ducky bhi bht kmall,NCA
so funny,NCA
aaa k peenrrr yakiiii hy,NCA
my ear is filed with blood,NCA
kamal ha bro lagay raho,NCA
dhinchak pooja ki awaz kitni buri h,NCA
yeh kon saa game hai jo ducky bhai khel rahe hain,NCA
we love youuu duckyyybiggg fan here,NCA
kamal roast,NCA
nice ducky,NCA
u are very nice youtuber per plz ise video banae jo headphones ke bagar bhi dekhe ja sake,NCA
iss bhen ki lodi ne duniya me hmari beijjati kara rakhi h,NCA
dechnak poojjaworst singer ive ever seen in my lifeagar is say buraa singer kisi nay dekha hai to like thoko,NCA
what a tatti song,CA
417 is the best part great ducky bhai,NCA
corona b suno iska bahi,NCA
where is my headphone,NCA
i love,NCA
66million views hain bhai is song p bhi,NCA
daki bhai plzz yh toba toba wale ancker hai na india kia us py b video banao usy b roest kro plzzz,NCA
yarrrrrrrr dhinchak ka gana na sunaya karrrrrr,NCA
ya to sach ma tatti tha,NCA
maro mujhe ab,NCA
uff kitny fazool lyrics hnpgl ho ke nachoo r nach ke pgl ho jaoo,NCA
twerkkkk,NCA
hahha kamal ducky bhai,NCA
inshallah apkay bhaut jald 2million sub ho jai ga,NCA
gandu pooja,CA
hahahaha hahahaha,NCA
iss k moooo maa tati dallo,CA
isss bhosri ki too or kutay khani honi chayea,CA
imran khan tatta hai,CA
super bro hahahaha,NCA
ducky bhai main pakistani aur ek musalman hon bhai main dinga mein rehta hoon bhai mujhe bhi youtube channel kholna hai to ek aisi video banao jis mein record aur edit karna ka tarika ho plz plz plz,NCA
u r right she is soo pagal,NCA
bhai maro maro maro nahin yah majak chal raha hai nahin bhai mujhe maar do,NCA
hahha nice patt,CA
dichnak poooja hahahahahahahhahahahah,NCA
after listening this song i want to denote my ears,NCA
lanat ha is sali ka singing krna pr hor lqna paa sali ni srr drd kr dea ha jo dil aya bkqss lq dea bkchodi ka lea,CA
oh ducky kon si game khal raha is video main,NCA
watched 10 times xd xd,NCA
hahhahah ducky bhai,NCA
kasam se mera heart attack ane wala tha hans hans kar,NCA
yaar ducky bhai aap great ho,NCA
that song name is,NCA
ducky bhai dhinchak pooja ka corona wala song bhi hai,NCA
005 i died from laughing,NCA
ducky bhai i want to say a thing that you are a good you tuber but i want to say that we should not say bad things and should be afraid from god,NCA
love u ducky bhai,NCA
kmall ducky bhai ap ka koi jud nii,NCA
modi shodi lodi,CA
these most buchodday,CA
dania after tamasha,NCA
big boss sy kahi zyda acha best hy,NCA
rabail ko win krna chahiye she39s daband,NCA
kash ma abiha ko jan say mar skta,NCA
batamez girls ke chezo k q hand laga rahy ho,NCA
i am watching in 2025,NCA
rabil to much over,NCA
see 2025 kshaf to maasom hai yaar han hun me gata,NCA
ek number ka jahil ha amir is k maa baa ne kuch sika ye nh,NCA
ghatya show,CA
dania is best,NCA
kia bawaseeer ha ye,CA
hello everyone aap sub ko q lagta ha ka daniy achi ha kasa bula ha last time as na kya kya ha rabal ka again ha bakrari ha sub ko ya koi achi baat ha,NCA
whos watching in 2025 aug,NCA
abiha is on fire,NCA
watching in 2025,NCA
mujhe to sirf dekh kr hi dar lg rha he,NCA
amar girl ki privacy bi hoti ha very bad,NCA
i love you amir syal,NCA
jahil log,CA
sab log bohat jahil hai,CA
low budget low class people assault abusing low class show and host,NCA
a begairat,CA
anyone watching in 2025,NCA
rabail hai sbse ghatiya,CA
amir is so jahil seriously rizq ktna zaya kiya,NCA
rabaill,NCA
rabil jesii bhii hain but no doubt she39s caring nature caring hain,NCA
big boss big botts,NCA
a chutiya lodi kashaf ne leli,CA
rabil tu amir ka mou main lele,CA
yaiya bohat funter hy,NCA
2025,NCA
a chutiya lodi roh rahi hai,CA
abiha nay lot liye ye episode,NCA
waqar bygerti kar rha hai,CA
rabel aurat nahi theak,NCA
dania yahya best hai,NCA
ye pakistan ka bigg boss hai,NCA
abeeha bhtttt zada over h,NCA
anyone watching in 2025,NCA
dill mein itni galiya aa rahe hai na bus control kiya huwa hai,NCA
abhia is my love,NCA
abiha doing well,NCA
yahyah is so fucking annoying contestant just living bcz of sympathy,CA
amir siyal aura 1000 sigma man,NCA
rabail aura 10,NCA
bht he gatia game ha ya,CA
any one watching 2025,NCA
itni galia bilal ko ni ati jitni rabail ko atibilal bhi seekh gya,NCA
rabeel ek number ki bharvi self respect ki baat krtihai,CA
rabail is racist ash shed get charged in a different country,NCA
loser animals,NCA
kuch madrasa chap jawar ko ek sath rakhenge so yehi hota heyjahillllllllll,CA
a chutiya lodi,CA
winner daniya ya rabail ko hona chahiye,NCA
anyone watching in 2025,NCA
i like kashaf and daniya amir tu ye bhul raha hai usne girl ne tujhe vot diya tha,NCA
is show ke agy big boss bhi per ki jooti,NCA
jahil admi,CA
rabail bohot buri hai or besharam bhi,CA
rabil ko out kro,NCA
wakar to kya game khilata h matlab kuch bhi,NCA
sab k sab ghatiya log,CA
sabse irritating episode aur sabse dogle insaan ka khula sa rabel chinaar kothe per kaam karne waali aur 10 admiyon ki rakhel the rabel,NCA
abeeha became a syco she needs treatment,NCA
rabel to real mada nikli,CA
worse and jahil amir the biggest and second is abeeha,CA
rabel jhooti,CA
begairati,CA
rabail ko musalman hone par sharma hona chiye,NCA
rabil you are best,NCA
anyone watching in 2024,NCA
rabail is not pro player,NCA
amir best banda ha yar kasms a,NCA
or sota hwa bhaloo ko jaga ne se kiya ho ga,NCA
daniya is so deserving,NCA
rubaisha abiha kashaf dania dogli or btameez hn,CA
20 11,NCA
rabeilseikh is deserving,NCA
jahil,CA
daniya,NCA
bigboss khatrok kheladi mix,NCA
lodi,CA
5913 amir rabail ka chamcha,NCA
over acting ki dukan,NCA
rabail,NCA
daniya,NCA
dania deserve to be a champion,NCA
this are human beings,NCA
mariya mariya mariya sirf mari hai aur kisi kie nahi,NCA
i like abiha,NCA
achhe khandan,NCA
bahan in zahil ko rizk ka matlab hi nahi maloom my pahle bolraha hu ye ye nahi jitega kabhi bhi mujhe dukh hai khana barbad karraha hai,NCA
tumhare poore desh me aise hi chutiye bhare hain kya a,CA
kutty kai bachy,CA
kya bnde select kiye h,NCA
dania is deserve winner,NCA
rabail to kia nekhlook hen men ache se janta hoon dakke bathroom ki pediesh,NCA
my all time favorite robaisha she is so cute,NCA
parhy likhy jahil hn ye sb,NCA
abiha,NCA
saqib lover you like the idea,NCA
saqib lover you like the first man the rest of your head with your family and friends with you love you love,NCA
tania and romaisha are deserving,NCA
bohat afsos hua ke muslim hote hue deen ki samajh nhi he,NCA
its so funny show,NCA
what a bunch of teenie boomers39 undeveloped fetuses and failed results of parenting let39s hope they don39t multiply,NCA
yahya is very funny,NCA
can anyone guess which reality show girl use same tshirt rabail use here pink one,NCA
kya aik karoor k liye galiyan dy kr apni qabr ma sanp bichhu paida kr rhy hn,NCA
rip handfree users,NCA
rabil nikalo,NCA
rip headphone users brlike me,NCA
yahya is not able to play,NCA
rabail is playing good when someone is good so she is good when someoneisbad so she is bad i like her,NCA
abiha or amir ko nikalo,NCA
behoda show,NCA
sasta big boss you can say mini version,NCA
abeha is tati,CA
in chutiyon ko kashmir chaiye,CA
2 2 lekr shi baat h,NCA
rabel bagerat,CA
if i was in place of bilal i would have killed abiha a chutiya lodi,NCA
saste mulknajistan ka sasta show,NCA
mere yha ka big show ka jitna budget hai utne me pura pakistan 2 saal kha le,NCA
after watching this show i came to know that an average pakistani is far more dumber,NCA
nakliii big boss,NCA
rabail to overated hai usse piyari to abiha hai,NCA
app log jo beech may mute kar datay hai wo nahi kya karay,NCA
amir siyal such a ghatiya person how he treat with rubaisha so badtamiz,CA
abiha is shokhi,NCA
abiha should not waste water,NCA
abiha looser and cheapest contestant ever,NCA
sbse best tha hamadjo jit gya hai,NCA
jahill log,CA
kitne ghatia log hai ek handicap se revenge lai rahi hai sharam kr kisi or se le tuje utha k na feknde,CA
pakistani sasta big boss,NCA
abiha please don39t quit,NCA
please all elemenated contestants come back,NCA
bilal and yaya is such a kind of aunty seriously,NCA
tobah hai rabail bht bari film hai bhae,NCA
yaawr bilal,NCA
yeh sb kitnt jahil hin siyaye dania kyy,CA
very good abiha and amir,NCA
kashaf bari ochi hai,NCA
yar kashaf bht irritating he,NCA
pakistaniyon ki aaukat pta chalri haihmre big boss mai jitni marzi ladai ho jye na kbi khane ni chinte kise se jahil log unko koi zooo mai dalo specially aamir ko,CA
ammer or rabeal ko champion hona chahiyea,NCA
amir is very bad,NCA
yahya thik hain,NCA
yahya ne mazy karway hain is episode me,NCA
a chutiya lodi wahh kitne accha kandan ki hy,CA
abeeha buht jhooti hai nikaly amir ky kapray abeeha ny hai,NCA
from my viewpoint throughout the show rubaishasomewhat dania and bilal were okay that39s it that participant hammad was good but he was eliminated,NCA
rebel dramebaaz,NCA
yaya shareef ghar ka lrka hai insaan ka pata chal jata hai,NCA
big boss lite,NCA
abiha amir rabail in teeno ko allah puchy ga,NCA
kutty,CA
randi log,CA
duniya jahan k jahiltareen lpg,CA
aamir,NCA
i love you rabail and abhiya,NCA
rabail,NCA
bechara cameraman,NCA
agar ap ko larny kay liya dialouge chahiya to hazer hy champions,NCA
dania best,NCA
daniaa fav,NCA
bilal is a good personi notice him from start,NCA
it39s too much,NCA
ye rabail aur amir boht bure lagte hain muje,NCA
amir boht zehr lagta ha muje,NCA
i love you too much daniabr,NCA
larai ka muqabla,NCA
yahan kiya hora,NCA
lodi log,CA
abeha dunya ki pheli syed hy jo dbba hy sb syedo p yayah ko tea piny nai dy rai,NCA
rabail,NCA
me kahan hota to auqat yad dila dita kutun ko,NCA
kapre apni jaga namaz apni jaga,NCA
abhia,NCA
full copy,NCA
paindcu,NCA
scripted,NCA
kshaf bhot funny hai,NCA
rabail deserves,NCA
amir rabail ky neechy laga hoa ha,NCA
rabal nooooooooo,NCA
yr un ke parents kesy jany dety he is idiots show me,NCA
wu rizk zia kr raha h,NCA
amir is si mad and mantel he throe the tea in dustbeen,NCA
big boss lite,NCA
plz rabail ko waqar k pas le jay usko garmi chari v ha waqar thanda kardega,NCA
bai isye acha toh bigg boss show hai banda bor toh nai hota,NCA
daniya ke screaming bht irritating hai,NCA
kashaf or daniya middle class hain hulye se pata chal raha hai,NCA
amir and rabail are the best kya level hai ameer log,NCA
daniya ne versace k 2 number trouser pehna hua hai,NCA
bilal amir or one and only rabail in teeno ka level hai mature hain duniya dekhi hui hai inho ne,NCA
begairti aur jahiliyat ki inteha hai behaya auntiyan,CA
bigg boss copy content wakar jaka will never change,NCA
ye log rabella jayse log bahar aake dekho pakistan me thoda bhaut dekh lia bahar ka dekh khudko kuch jyada smart samajhti hai pakistan se niklo dusro ko judge karne se aacha,NCA
bilal bht cute hy,NCA
kamal hai ladte rahte hai her time,NCA
yar logo me jhagra,NCA
you are too much bad,NCA
poor pakistan poor show poor people,NCA
abiha it is not fear,NCA
dianiya,NCA
dania deserves to be a captain,NCA
rabel double game khelti hai,NCA
cutetu hard he yrr,NCA
dania is best,NCA
dhaka college breden college,NCA
yahyah is so funny kahta ajao abiha or rabail ka phada ho gaye,NCA
abiha na kapry nikal tha amir k kitni jhooti ha,NCA
rabail bohot badtameez ha,CA
legend watching after 2year,NCA
love you dania,NCA
rabail say to abiha nak saf karo,NCA
dania is the best,NCA
abiha to bohat batameez hay,CA
3121 yeh kya thaa,NCA
rabail is caring,NCA
only watching for abiha,NCA
i am indian but i like this show so like m yhi show dekhti hu,NCA
dubai wali gashti a fulll,NCA
best episode yr,NCA
rabail ko nikal dena chahiye,NCA
amir is unfair,NCA
nice abiya tablit lalo tabiyt tek ni hai apki,NCA
chal bhaye lallu tu ander ja was hilarious,CA
rabail zayada banti rahti hai,NCA
big boss lite,NCA
sb jahil log hai,CA
rabil deserve this champion,NCA
dania is the real champion,NCA
the which don39t have any manner the way xiiiiii,NCA
itna gadaa,NCA
ooo god,NCA
ye kado hia,NCA
to funny,NCA
abiha,NCA
abiha is a vile woman,NCA
sir i like cutoo bilal khan love and support for bilal,NCA
daniya is very good person in a show and rabail is bat but it is very bad girl,NCA
daniya good and strong girl,NCA
tatte,CA
rabeel h,NCA
jab sy abiha ko dekha dil ko kuch kuch hony lga i love you so much abiha,NCA
i have been watching the show just for rabia she is so cute beautiful,NCA
sahyal tara bahn ha garl koi robil jasi kasti to ni,NCA
oyee cutoo,NCA
ghaaasti jab dosron k ghaar walon par baat kar rahi tb yaad nai ata ghaaaaasti,NCA
rabaill phlyy bhtt burii lagtii thii lkn inn sub sy axhi rabaill he haii,NCA
gab family sat bheta,NCA
very nice dania but amer ko bilkul tameez nahi larkiyoo say kis tarha batmeezi kar raha hai,NCA
final me abiha se badla liya kashaf ne,NCA
abia over enki parwarish he nhi ki yaya bechara mazor hai kuch to lehaz karlo,NCA
2 loser apni ouqat dekha rahy hn ke duniya mai loser kesi ko sukoon se bethne nhi dety,NCA
rabel to 2 numb hai,NCA
nhi kr sakty ap biggboss ki nakal,NCA
jb b waqar bahi apka show jb b deakhti hun amir or rabail py be had gusa atta jahil hain dono,CA
rabail amir abiha fatima bilal love thes mujhy bohat achy lagy,NCA
daniyaa deserves the trophyyyy,NCA
very very best,NCA
abhiya ko majbor kia bht,NCA
dania is more disorving,NCA
i brjust loved the way when dania said quot jaynamaz ko hath mat lagana quot,NCA
2 big boss in pak,NCA
yar camera man bhut sabar wla hay,NCA
wah kia show h,NCA
danya is the best she should win,NCA
i love dania she is perfect,NCA
sari girls amir ka ander wahi chai ka cup dal doh,NCA
dania we love uuu,NCA
abeeha ko pahli bar me hi nikal dena chahiye tha,NCA
abiha ne apne agle pichle sare badle le liye,NCA
here is when yahya shows how cool he is a chutiya lodi a chutiya lodi too good,NCA
abiha ki waje se dekhna prhta h ye show really like u abiha,NCA
allah maf kara asa jahil logo sa koi bi aik para likha ni sab jahil zaka sav ap na,CA
very good and very funny episode,NCA
nice,NCA
abbiha behave your self,NCA
daina or rahba,NCA
rabail khusry hy hahhah,CA
i love daniya bcz humanity or rizk must,NCA
the way kashaf said yeh bht bara adami hai,NCA
rabail amir abhiha is bad,NCA
musalmaan country mai bhi aise bepardagi hoti hai ya allah humme apne hifzo amaan mai rkhna hum kashmiri bolte hai pakistan ke sath rahenge lekin wahan tou itni behayayi hai astagfirullah,NCA
aisi knjrian nd dalals phly just heeramandi mein thy ab hr jga phail gaye,CA
daniya,NCA
legends seeing in 2021 brlike me,NCA
larabr is best,NCA
dinia deserves to be a champion,NCA
abiyaa ji love you,NCA
syal is op,NCA
yaar abeeya ko nahi nikal na chahiye tabecause i love her,NCA
rabail ap jis family se belong rakhti ho sb daikh rahy h,NCA
aami tu lad kiyo ke saam ne kuch bhi krle pr is jgha ladka hota to tuj ko bta tha jese kapde nikal ke fek rha tha,NCA
sabse dimagdar character rabel ka tha,NCA
i think rabel should win,NCA
help me find the time when kashaf and bilal cutoo fight and kashaf says quotye bara admi haiquot i39ve been finding it but i can39t find it,NCA
thanku everyone for your support,NCA
begairt,CA
dania is to good she is kind heart,NCA
full scripted,NCA
i love dania,NCA
sab se best dania baji,NCA
abhia,NCA
shokhiya,NCA
ya kya hai,NCA
support dania love u,NCA
dania love u fikr matt karna mai tere sath hu,NCA
abiha dania kashaf rubaisa sidra rabil yeh sab game show aisay chalega ma team champion ma thay or abiha ma ek season instagramer ko represents kia,NCA
kashf ka dill saaaf ha,NCA
laloooo,NCA
love you abiha,NCA
dania is super cool strong entertaining and khubsurat as well,NCA
